Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,
468,Manuel Neuer,de GER,GK,de Schalke 04,24,1986,12,12,"1,08",12.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
469,Sotiris Ninis,gr GRE,"FW,MF",gr Panathinaikos,20,1990,3,1,111,1.2,0,1,1,0,0,0,0,0,0.00,0.81,0.81,0.00,0.81,Matches
470,Christian Noboa,ec ECU,MF,ru Rubin Kazan,25,1985,6,6,539,6.0,2,0,2,0,2,2,1,0,0.33,0.00,0.33,0.00,0.00,Matches
471,Leonel Núñez,ar ARG,"FW,MF",tr Bursaspor,25,1984,4,2,156,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
472,Hjalte Nørregaard,dk DEN,MF,dk FC Copenhagen,29,1981,2,0,33,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
473,John O'Shea,ie IRL,"DF,MF",eng Manchester Utd,29,1981,6,5,397,4.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
474,Gabriel Obertan,fr FRA,"FW,MF",eng Manchester Utd,21,1989,3,1,123,1.4,1,0,1,1,0,0,0,0,0.73,0.00,0.73,0.73,0.73,Matches
475,Joel Obi,ng NGA,MF,it Inter,19,1991,1,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
476,John Obi Mikel,ng NGA,MF,eng Chelsea,23,1987,6,5,433,4.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
477,Nwankwo Obiora,ng NGA,"DF,MF",it Inter,19,1991,3,1,131,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
478,Ivica Olić,hr CRO,FW,de Bayern Munich,30,1979,2,1,100,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
479,Dennis Oliech,ke KEN,FW,fr Auxerre,25,1985,5,5,445,4.9,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches
480,André Ooijer,nl NED,DF,nl Ajax,36,1974,2,2,145,1.6,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches
481,Tomáš Oravec,sk SVK,FW,sk MŠK Žilina,30,1980,6,5,446,5.0,1,0,1,1,0,0,0,0,0.20,0.00,0.20,0.20,0.20,Matches
482,Aleksandr Orekhov,ru RUS,DF,ru Rubin Kazan,26,1983,1,1,90,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
483,Paolo Orlandoni,it ITA,GK,it Inter,37,1972,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
484,Sölvi Ottesen,is ISL,DF,dk FC Copenhagen,26,1984,3,1,103,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
485,Andreas Ottl,de GER,MF,de Bayern Munich,25,1985,3,3,270,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
486,Michael Owen,eng ENG,FW,eng Manchester Utd,30,1979,2,0,28,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
487,Bekir Ozan Has,tr TUR,MF,tr Bursaspor,25,1985,1,1,90,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
488,Mesut Özil,de GER,MF,es Real Madrid,21,1988,11,9,804,8.9,1,6,7,1,0,0,0,0,0.11,0.67,0.78,0.11,0.78,Matches
489,Yavuz Özkan,tr TUR,GK,tr Bursaspor,25,1985,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
490,Filip Ozobić,az AZE,MF,ru Spartak Moscow,19,1991,1,0,35,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
491,İbrahim Öztürk,tr TUR,DF,tr Bursaspor,29,1981,3,2,224,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
492,Wilson Palacios,hn HON,MF,eng Tottenham Hotspur,26,1984,6,2,282,3.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
493,Goran Pandev,mk MKD,FW,it Inter,27,1983,7,5,475,5.3,1,2,3,1,0,0,1,0,0.19,0.38,0.57,0.19,0.57,Matches
494,Cristian Panin,ro ROU,DF,ro CFR Cluj,32,1978,5,5,450,5.0,0,1,1,0,0,0,2,0,0.00,0.20,0.20,0.00,0.20,Matches
495,Saša Papac,ba BIH,DF,sct Rangers,30,1980,4,4,360,4.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
496,Kyriakos Papadopoulos,gr GRE,"DF,MF",de Schalke 04,18,1992,7,6,570,6.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
497,Nicolás Pareja,ar ARG,DF,ru Spartak Moscow,26,1984,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
498,Sergei Parshivlyuk,ru RUS,"DF,MF",ru Spartak Moscow,21,1989,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
499,Petri Pasanen,fi FIN,DF,de Werder Bremen,29,1980,5,3,311,3.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
500,Alexandre Pato,br BRA,"FW,MF",it Milan,20,1989,5,4,339,3.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
501,Paulão,br BRA,DF,pt Braga,28,1982,2,1,144,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
502,Roman Pavlyuchenko,ru RUS,FW,eng Tottenham Hotspur,28,1981,6,4,330,3.7,3,0,3,1,2,2,0,0,0.82,0.00,0.82,0.27,0.27,Matches
503,Mário Pečalka,sk SVK,"DF,MF",sk MŠK Žilina,29,1980,5,5,406,4.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
504,Benoît Pedretti,fr FRA,MF,fr Auxerre,29,1980,6,6,512,5.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
505,Pedro,es ESP,"FW,MF",es Barcelona,23,1987,12,8,772,8.6,5,1,6,5,0,0,1,0,0.58,0.12,0.70,0.58,0.70,Matches
506,César Peixoto,pt POR,"DF,MF",pt Benfica,30,1980,5,3,262,2.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
507,Pepe,pt POR,"DF,MF",es Real Madrid,27,1983,8,8,681,7.6,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
508,Maxi Pereira,uy URU,DF,pt Benfica,26,1984,6,5,439,4.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
509,Simone Perrotta,it ITA,MF,it Roma,32,1977,6,6,519,5.8,1,0,1,1,0,0,3,0,0.17,0.00,0.17,0.17,0.17,Matches
510,Robin van Persie,nl NED,FW,eng Arsenal,26,1983,3,3,236,2.6,2,0,2,1,1,1,1,1,0.76,0.00,0.76,0.38,0.38,Matches
511,Antonis Petropoulos,gr GRE,FW,gr Panathinaikos,24,1986,2,0,43,0.5,0,1,1,0,0,0,0,0,0.00,02.09,02.09,0.00,02.09,Matches
512,Radosav Petrović,rs SRB,"DF,MF",rs Partizan,21,1989,5,4,329,3.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
513,Jozef Piaček,sk SVK,DF,sk MŠK Žilina,27,1983,5,5,450,5.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
514,Felice Piccolo,it ITA,DF,ro CFR Cluj,26,1983,3,3,268,3.0,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches
515,Jérémy Pied,fr FRA,"DF,FW",fr Lyon,21,1989,8,1,210,2.3,0,1,1,0,0,0,2,0,0.00,0.43,0.43,0.00,0.43,Matches
516,Steven Pienaar,za RSA,MF,eng Tottenham Hotspur,28,1982,2,2,147,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
517,Gerard Piqué,es ESP,DF,es Barcelona,23,1987,12,12,"1,024",11.4,1,0,1,1,0,0,3,0,0.09,0.00,0.09,0.09,0.09,Matches
518,Andrea Pirlo,it ITA,MF,it Milan,31,1979,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
519,Claudio Pizarro,pe PER,FW,de Werder Bremen,31,1978,3,2,194,2.2,1,1,2,1,0,0,0,0,0.46,0.46,0.93,0.46,0.93,Matches
520,David Pizarro,cl CHI,MF,it Roma,30,1979,5,4,368,4.1,0,1,1,0,0,0,1,0,0.00,0.24,0.24,0.00,0.24,Matches
521,Miralem Pjanić,ba BIH,MF,fr Lyon,20,1990,8,4,386,4.3,1,0,1,1,0,0,1,0,0.23,0.00,0.23,0.23,0.23,Matches
522,Damien Plessis,fr FRA,MF,gr Panathinaikos,22,1988,3,0,84,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
523,Nicolas Plestan,fr FRA,DF,de Schalke 04,29,1981,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
524,Pavol Poliaček,sk SVK,MF,sk MŠK Žilina,22,1988,3,1,84,0.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
525,Zdeněk Pospěch,cz CZE,DF,dk FC Copenhagen,31,1978,7,7,630,7.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
526,Danijel Pranjić,hr CRO,"DF,MF",de Bayern Munich,28,1981,7,6,496,5.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
527,Oleguer Presas,es ESP,DF,nl Ajax,30,1980,1,0,30,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
528,Sebastian Prödl,at AUT,"DF,MF",de Werder Bremen,23,1987,6,6,540,6.0,1,0,1,1,0,0,2,0,0.17,0.00,0.17,0.17,0.17,Matches
529,Carles Puyol,es ESP,DF,es Barcelona,32,1978,8,7,632,7.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
530,Andriy Pyatov,ua UKR,GK,ua Shakhtar Donetsk,26,1984,10,10,900,10.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
531,Julien Quercia,fr FRA,"FW,MF",fr Auxerre,23,1986,5,1,131,1.5,0,1,1,0,0,0,0,0,0.00,0.69,0.69,0.00,0.69,Matches
532,Ionuț Rada,ro ROU,DF,ro CFR Cluj,20,1990,6,6,540,6.0,2,0,2,2,0,0,1,0,0.33,0.00,0.33,0.33,0.33,Matches
533,Rafael,br BRA,"DF,MF",eng Manchester Utd,20,1990,7,6,504,5.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
534,Ivan Rakitić,hr CRO,MF,de Schalke 04,22,1988,5,4,357,4.0,0,2,2,0,0,0,2,0,0.00,0.50,0.50,0.00,0.50,Matches
535,Yaroslav Rakitskiy,ua UKR,DF,ua Shakhtar Donetsk,20,1989,10,10,900,10.0,1,0,1,1,0,0,2,0,0.10,0.00,0.10,0.10,0.10,Matches
536,Ramires,br BRA,MF,eng Chelsea,23,1987,8,7,639,7.1,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
537,Sergio Ramos,es ESP,DF,es Real Madrid,24,1986,8,8,686,7.6,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches
538,Andrea Ranocchia,it ITA,DF,it Inter,22,1988,4,4,343,3.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
539,Răzvan Raț,ro ROU,DF,ua Shakhtar Donetsk,29,1981,9,9,810,9.0,1,2,3,1,0,0,3,0,0.11,0.22,0.33,0.11,0.33,Matches
540,Raúl,es ESP,FW,de Schalke 04,33,1977,12,12,"1,077",12.0,5,2,7,5,0,0,2,0,0.42,0.17,0.58,0.42,0.58,Matches
541,Loïc Rémy,fr FRA,FW,fr Marseille,23,1987,7,6,545,6.1,2,0,2,2,0,0,1,0,0.33,0.00,0.33,0.33,0.33,Matches
542,Anthony Réveillère,fr FRA,DF,fr Lyon,30,1979,8,8,720,8.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
543,Franck Ribéry,fr FRA,"FW,MF",de Bayern Munich,27,1983,4,4,347,3.9,2,1,3,2,0,0,1,0,0.52,0.26,0.78,0.52,0.78,Matches
544,Emil Rilke,cz CZE,MF,sk MŠK Žilina,26,1983,5,2,193,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
545,Arjen Robben,nl NED,"FW,MF",de Bayern Munich,26,1984,2,2,158,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
546,Roberto,es ESP,GK,pt Benfica,24,1986,6,6,540,6.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
547,Sergi Roberto,es ESP,"DF,MF",es Barcelona,18,1992,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
548,Robinho,br BRA,"FW,MF",it Milan,26,1984,7,5,485,5.4,0,1,1,0,0,0,1,0,0.00,0.19,0.19,0.00,0.19,Matches
549,Romain Rocchi,fr FRA,MF,il Hapoel Tel Aviv,28,1981,2,2,120,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
550,Élton Rodrigues Brandão,br BRA,FW,pt Braga,24,1985,1,0,9,0.1,0,1,1,0,0,0,0,0,0.00,10.00,10.00,0.00,10.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
551,Alberto Rodríguez,pe PER,DF,pt Braga,26,1984,5,5,396,4.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
552,Vicente Rodríguez,es ESP,"FW,MF",es Valencia,29,1981,2,0,27,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
553,Ronaldinho,br BRA,"FW,MF",it Milan,30,1980,5,4,316,3.5,1,1,2,1,0,0,0,0,0.28,0.28,0.57,0.28,0.57,Matches
554,Cristiano Ronaldo,pt POR,"FW,MF",es Real Madrid,25,1985,12,12,"1,022",11.4,6,4,10,5,1,1,2,0,0.53,0.35,0.88,0.44,0.79,Matches
555,Wayne Rooney,eng ENG,"FW,MF",eng Manchester Utd,24,1985,9,9,803,8.9,4,2,6,3,1,1,0,0,0.45,0.22,0.67,0.34,0.56,Matches
556,Paulo César Rocha Rosa,br BRA,FW,pt Braga,30,1980,5,5,409,4.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
557,Roberto Rosales,ve VEN,"DF,MF",nl Twente,21,1988,6,6,540,6.0,1,0,1,1,0,0,1,0,0.17,0.00,0.17,0.17,0.17,Matches
558,Aleandro Rosi,it ITA,"DF,MF",it Roma,23,1987,2,1,134,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
559,Tomáš Rosický,cz CZE,MF,eng Arsenal,29,1980,5,5,434,4.8,0,1,1,0,0,0,1,0,0.00,0.21,0.21,0.00,0.21,Matches
560,Bryan Ruiz,cr CRC,"FW,MF",nl Twente,24,1985,5,5,450,5.0,0,1,1,0,0,0,0,0,0.00,0.20,0.20,0.00,0.20,Matches
561,Aleksandr Ryazantsev,ru RUS,MF,ru Rubin Kazan,23,1986,5,5,422,4.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
562,Sergey Ryzhikov,ru RUS,GK,ru Rubin Kazan,29,1980,6,6,540,6.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
563,Renat Sabitov,ru RUS,"DF,MF",ru Spartak Moscow,25,1985,2,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
564,Behrang Safari,se SWE,DF,ch Basel,25,1985,6,6,523,5.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
565,Bacary Sagna,fr FRA,DF,eng Arsenal,27,1983,4,4,355,3.9,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
566,Ben Sahar,il ISR,"FW,MF",il Hapoel Tel Aviv,20,1989,6,3,324,3.6,1,0,1,1,0,0,1,0,0.28,0.00,0.28,0.28,0.28,Matches
567,Leandro Salino,br BRA,"DF,MF",pt Braga,25,1985,5,3,286,3.2,0,1,1,0,0,0,0,0,0.00,0.31,0.31,0.00,0.31,Matches
568,Lasha Salukvadze,ge GEO,DF,ru Rubin Kazan,28,1981,3,2,185,2.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
569,Eduardo Salvio,ar ARG,"FW,MF",pt Benfica,20,1990,5,2,224,2.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
570,Frédéric Sammaritano,fr FRA,"FW,MF",fr Auxerre,24,1986,3,2,178,2.0,1,0,1,1,0,0,0,0,0.51,0.00,0.51,0.51,0.51,Matches
571,Walter Samuel,ar ARG,DF,it Inter,32,1978,3,3,270,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
572,César Sánchez,es ESP,GK,es Valencia,38,1971,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
573,Sandro,br BRA,MF,eng Tottenham Hotspur,21,1989,4,3,289,3.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
574,César Santin,br BRA,"FW,MF",dk FC Copenhagen,29,1981,6,3,235,2.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
575,Davide Santon,it ITA,DF,it Inter,19,1991,4,1,129,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
576,Pablo Sarabia,es ESP,"FW,MF",es Real Madrid,18,1992,1,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
577,Hans Sarpei,gh GHA,DF,de Schalke 04,34,1976,6,4,369,4.1,0,1,1,0,0,0,2,0,0.00,0.24,0.24,0.00,0.24,Matches
578,Josu Sarriegi,es ESP,DF,gr Panathinaikos,31,1979,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
579,Stefan Savić,me MNE,"DF,MF",rs Partizan,19,1991,4,3,301,3.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
580,Javier Saviola,ar ARG,FW,pt Benfica,28,1981,6,6,413,4.6,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
581,Marko Šćepović,rs SRB,FW,rs Partizan,19,1991,2,1,67,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
582,Michael Schimpelsberger,at AUT,DF,nl Twente,19,1991,1,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
583,Dominik Schmidt,de GER,DF,de Werder Bremen,23,1987,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
584,Lukas Schmitz,de GER,"DF,MF",de Schalke 04,21,1988,8,5,483,5.4,0,1,1,0,0,0,1,1,0.00,0.19,0.19,0.00,0.19,Matches
585,Paul Scholes,eng ENG,MF,eng Manchester Utd,35,1974,7,4,368,4.1,0,1,1,0,0,0,1,0,0.00,0.24,0.24,0.00,0.24,Matches
586,Bastian Schweinsteiger,de GER,"DF,MF",de Bayern Munich,25,1984,7,7,604,6.7,2,2,4,1,1,1,3,0,0.30,0.30,0.60,0.15,0.45,Matches
587,Clarence Seedorf,nl NED,MF,it Milan,34,1976,8,7,574,6.4,0,1,1,0,0,0,1,0,0.00,0.16,0.16,0.00,0.16,Matches
588,Volkan Şen,tr TUR,"FW,MF",tr Bursaspor,23,1987,5,5,442,4.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
589,Júlio Sérgio,br BRA,GK,it Roma,31,1978,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
590,Ferdinando Sforzini,it ITA,FW,ro CFR Cluj,25,1984,2,0,27,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
591,Xherdan Shaqiri,ch SUI,"FW,MF",ch Basel,18,1991,6,6,513,5.7,1,1,2,1,0,0,0,0,0.18,0.18,0.35,0.18,0.35,Matches
592,Itay Shechter,il ISR,FW,il Hapoel Tel Aviv,23,1987,5,5,352,3.9,1,0,1,1,0,0,2,0,0.26,0.00,0.26,0.26,0.26,Matches
593,Aleksandr Sheshukov,ru RUS,"DF,MF",ru Spartak Moscow,27,1983,6,6,500,5.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
594,Vyacheslav Shevchuk,ua UKR,DF,ua Shakhtar Donetsk,31,1979,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
595,Gal Shish,il ISR,DF,il Hapoel Tel Aviv,21,1989,2,2,180,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
596,Yossi Shivhon,il ISR,MF,il Hapoel Tel Aviv,28,1982,4,0,122,1.4,0,1,1,0,0,0,0,0,0.00,0.74,0.74,0.00,0.74,Matches
597,MacBeth Sibaya,za RSA,MF,ru Rubin Kazan,32,1977,2,0,28,0.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
598,Douglas da Silva,br BRA,DF,il Hapoel Tel Aviv,26,1984,6,6,492,5.5,1,0,1,1,0,0,0,0,0.18,0.00,0.18,0.18,0.18,Matches
599,Eduardo da Silva,hr CRO,FW,ua Shakhtar Donetsk,27,1983,8,1,253,2.8,4,0,4,4,0,0,0,0,1.42,0.00,1.42,1.42,1.42,Matches
600,Gilberto Silva,br BRA,"DF,MF",gr Panathinaikos,33,1976,5,5,365,4.1,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
601,Thiago Silva,br BRA,DF,it Milan,25,1984,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
602,Mikaël Silvestre,fr FRA,DF,de Werder Bremen,32,1977,3,2,187,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
603,Sílvio,pt POR,DF,pt Braga,22,1987,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
604,Fábio Simplício,br BRA,MF,it Roma,30,1979,3,2,224,2.5,0,1,1,0,0,0,0,0,0.00,0.40,0.40,0.00,0.40,Matches
605,Maicon Sisenando,br BRA,DF,it Inter,29,1981,8,8,720,8.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
606,Chris Smalling,eng ENG,DF,eng Manchester Utd,20,1989,9,7,670,7.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
607,Milan Smiljanić,rs SRB,MF,rs Partizan,23,1986,4,3,275,3.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
608,Wesley Sneijder,nl NED,MF,it Inter,26,1984,9,9,796,8.8,3,2,5,3,0,0,1,0,0.34,0.23,0.57,0.34,0.57,Matches
609,Roberto Soldado,es ESP,FW,es Valencia,25,1985,7,4,416,4.6,6,0,6,6,0,0,0,0,1.30,0.00,1.30,1.30,1.30,Matches
610,Alexandre Song,cm CMR,"DF,MF",eng Arsenal,22,1987,5,5,401,4.5,1,1,2,1,0,0,1,0,0.22,0.22,0.45,0.22,0.45,Matches
611,Olivier Sorin,fr FRA,GK,fr Auxerre,29,1981,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
612,Ondřej Šourek,cz CZE,DF,sk MŠK Žilina,27,1983,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
613,Claudemir de Souza,br BRA,MF,dk FC Copenhagen,22,1988,8,8,708,7.9,1,0,1,1,0,0,2,0,0.13,0.00,0.13,0.13,0.13,Matches
614,Nikos Spyropoulos,gr GRE,DF,gr Panathinaikos,26,1983,5,4,404,4.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
615,Sébastien Squillaci,fr FRA,DF,eng Arsenal,29,1980,6,6,540,6.0,1,0,1,1,0,0,0,0,0.17,0.00,0.17,0.17,0.17,Matches
616,Darijo Srna,hr CRO,"DF,MF",ua Shakhtar Donetsk,28,1982,9,9,810,9.0,1,5,6,1,0,0,2,0,0.11,0.56,0.67,0.11,0.67,Matches
617,Eduard Stăncioiu,ro ROU,GK,ro CFR Cluj,29,1981,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
618,Dejan Stanković,rs SRB,MF,it Inter,31,1978,7,7,431,4.8,2,0,2,2,0,0,1,0,0.42,0.00,0.42,0.42,0.42,Matches
619,Vojislav Stanković,rs SRB,DF,rs Partizan,22,1987,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
620,Maarten Stekelenburg,nl NED,GK,nl Ajax,27,1982,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
621,Taras Stepanenko,ua UKR,MF,ua Shakhtar Donetsk,20,1989,2,2,180,2.0,1,0,1,1,0,0,1,0,0.50,0.00,0.50,0.50,0.50,Matches
622,Milan Stepanov,rs SRB,DF,tr Bursaspor,27,1983,4,4,316,3.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
623,Ivan Stevanović,rs SRB,DF,rs Partizan,27,1983,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
